관측소명,날짜,EL
JD무릉3,2019-11-26,-3.73
JD무릉3,2019-11-27,-3.94
JD무릉3,2019-11-28,-3.85
JD무릉3,2019-11-29,-3.88
JD무릉3,2019-11-30,-3.87
JD무릉3,2019-12-02,-3.74
JD무릉3,2019-12-03,-3.83
JD무릉3,2019-12-04,-3.86
JD무릉3,2019-12-05,-3.91
JD무릉3,2019-12-06,-3.93
JD무릉3,2019-12-07,-3.93
JD무릉3,2019-12-08,-3.93
JD무릉3,2019-12-09,-3.9
JD무릉3,2019-12-10,-3.62
JD무릉3,2019-12-11,-3.71
JD무릉3,2019-12-12,-3.73
JD무릉3,2019-12-13,-3.83
JD무릉3,2019-12-14,-3.73
JD무릉3,2019-12-15,-3.72
JD무릉3,2019-12-16,-3.71
JD무릉3,2019-12-17,-3.77
JD무릉3,2019-12-18,-3.7
JD무릉3,2019-12-19,-3.71
JD무릉3,2019-12-20,-3.72
JD무릉3,2019-12-21,-3.71
JD무릉3,2019-12-22,-3.68
JD무릉3,2019-12-23,-3.65
JD무릉3,2019-12-24,-3.6
JD무릉3,2019-12-25,-3.63
JD무릉3,2019-12-26,-3.57
JD무릉3,2019-12-27,-3.56
JD무릉3,2019-12-28,-3.54
JD무릉3,2019-12-29,-3.5
JD무릉3,2019-12-30,-3.47
JD무릉3,2019-12-31,-3.53
JD무릉3,2020-01-01,-3.53
JD무릉3,2020-01-02,-3.51
JD무릉3,2020-01-03,-3.5
JD무릉3,2020-01-04,-3.48
JD무릉3,2020-01-05,-3.46
JD무릉3,2020-01-06,-3.43
JD무릉3,2020-01-07,-3.36
JD무릉3,2020-01-08,-3.44
JD무릉3,2020-01-09,-3.42
JD무릉3,2020-01-10,-3.42
JD무릉3,2020-01-11,-3.42
JD무릉3,2020-01-12,-3.44
JD무릉3,2020-01-13,-3.46
JD무릉3,2020-01-14,-3.48
JD무릉3,2020-01-15,-3.54
JD무릉3,2020-01-16,-3.61
JD무릉3,2020-01-17,-3.63
JD무릉3,2020-01-18,-3.64
JD무릉3,2020-01-19,-3.66
JD무릉3,2020-01-20,-3.68
JD무릉3,2020-01-21,-3.7
JD무릉3,2020-01-22,-3.67
JD무릉3,2020-01-23,-3.62
JD무릉3,2020-01-24,-3.63
JD무릉3,2020-01-25,-3.61
JD무릉3,2020-01-26,-3.58
JD무릉3,2020-01-27,-3.38
JD무릉3,2020-01-28,-3.36
JD무릉3,2020-01-29,-3.38
JD무릉3,2020-01-30,-3.37
JD무릉3,2020-01-31,-3.38
JD무릉3,2020-02-01,-3.4
JD무릉3,2020-02-02,-3.46
JD무릉3,2020-02-03,-3.51
JD무릉3,2020-02-04,-3.52
